Left_2D,Right_2D,3D_Point,Pred_left,Pred_right,Pred_3d
"(190.0, 436.0)","(1090.0, 440.0)","(560.5978393554688, -538.921630859375, 288.1128845214844)","(195.47, 438.38)","(1083.89, 439.43)","(561.176636,-537.434998,288.619781)"
"(190.0, 437.0)","(1089.0, 441.0)","(560.5358276367188, -538.656494140625, 288.1053771972656)","(196.11, 438.35)","(1083.53, 439.4)","(561.278992,-537.325928,288.673004)"
"(192.0, 437.0)","(1088.0, 440.0)","(560.8514404296875, -538.3824462890625, 288.3187255859375)","(196.59, 438.73)","(1082.96, 439.59)","(561.337891,-537.161987,288.722260)"
"(192.0, 437.0)","(1087.0, 439.0)","(560.6948852539062, -538.3272705078125, 288.2871398925781)","(197.2, 438.81)","(1082.31, 439.8)","(561.406494,-536.996826,288.754791)"
"(194.0, 436.0)","(1086.0, 439.0)","(561.0009765625, -538.0680541992188, 288.37799072265625)","(198.06, 438.63)","(1081.36, 439.69)","(561.476501,-536.809814,288.785767)"
"(195.0, 437.0)","(1085.0, 440.0)","(561.173583984375, -537.6932373046875, 288.4921875)","(198.84, 438.33)","(1080.83, 439.4)","(561.572327,-536.703430,288.829407)"
"(196.0, 436.0)","(1084.0, 438.0)","(561.1871948242188, -537.6737060546875, 288.5263977050781)","(200.08, 438.48)","(1080.28, 439.46)","(561.799988,-536.485474,288.956299)"
"(197.0, 438.0)","(1083.0, 438.0)","(561.3679809570312, -537.2839965820312, 288.762451171875)","(201.41, 438.92)","(1078.53, 439.27)","(561.896851,-536.106018,289.050018)"
"(197.0, 438.0)","(1082.0, 438.0)","(561.2391357421875, -537.16357421875, 288.69769287109375)","(202.69, 439.38)","(1076.77, 439.16)","(561.983093,-535.723999,289.135773)"
"(198.0, 438.0)","(1081.0, 440.0)","(561.4014282226562, -536.802978515625, 288.68865966796875)","(203.63, 439.43)","(1076.19, 438.93)","(562.123657,-535.562012,289.224426)"
"(199.0, 438.0)","(1081.0, 439.0)","(561.6085815429688, -536.7588500976562, 288.8438720703125)","(203.92, 438.98)","(1075.8, 438.95)","(562.125427,-535.517883,289.193726)"
"(202.0, 437.0)","(1079.0, 440.0)","(562.04638671875, -536.2037353515625, 288.9575500488281)","(204.79, 439.1)","(1074.72, 438.68)","(562.186157,-535.300293,289.248779)"
"(202.0, 438.0)","(1079.0, 439.0)","(562.0550537109375, -536.189208984375, 289.0797119140625)","(204.85, 438.84)","(1073.24, 438.44)","(561.992065,-535.151611,289.144409)"
"(201.0, 438.0)","(1080.0, 439.0)","(561.9495239257812, -536.4193115234375, 289.0228576660156)","(204.91, 438.59)","(1072.94, 438.18)","(561.950928,-535.145874,289.118683)"
"(202.0, 437.0)","(1075.0, 440.0)","(561.52880859375, -535.7213134765625, 288.69732666015625)","(205.45, 438.3)","(1071.45, 437.84)","(561.864197,-534.952271,289.072723)"
"(202.0, 437.0)","(1075.0, 439.0)","(561.5010986328125, -535.786865234375, 288.73065185546875)","(205.67, 438.14)","(1068.17, 437.14)","(561.464966,-534.591187,288.894623)"
"(205.0, 435.0)","(1073.0, 439.0)","(561.8727416992188, -535.376708984375, 288.7878112792969)","(205.97, 437.97)","(1067.94, 437.07)","(561.497192,-534.548706,288.903320)"
"(202.0, 437.0)","(1071.0, 439.0)","(560.9835815429688, -535.304443359375, 288.470458984375)","(206.08, 437.82)","(1066.73, 436.55)","(561.346252,-534.436890,288.841797)"
"(202.0, 437.0)","(1071.0, 438.0)","(560.9559326171875, -535.3701171875, 288.5037841796875)","(206.29, 437.75)","(1065.74, 436.48)","(561.262451,-534.304565,288.798828)"
"(202.0, 437.0)","(1069.0, 439.0)","(560.7247924804688, -535.063232421875, 288.34033203125)","(206.82, 437.41)","(1064.57, 436.53)","(561.223328,-534.129089,288.754852)"
"(204.0, 438.0)","(1068.0, 438.0)","(561.0712890625, -534.7086181640625, 288.6397705078125)","(207.09, 437.13)","(1063.05, 436.66)","(561.082581,-533.929932,288.659241)"
"(204.0, 438.0)","(1071.0, 442.0)","(561.5704956054688, -534.8078002929688, 288.70147705078125)","(207.03, 434.4)","(1061.17, 436.86)","(560.732849,-533.915527,288.281464)"
"(204.0, 438.0)","(1065.0, 438.0)","(560.6824340820312, -534.3467407226562, 288.4442138671875)","(208.96, 435.08)","(1059.67, 436.23)","(560.994690,-533.509216,288.498138)"
"(217.0, 440.0)","(1065.0, 437.0)","(563.7583618164062, -532.8252563476562, 290.2281494140625)","(209.42, 435.01)","(1058.49, 435.98)","(560.939148,-533.338318,288.478882)"
"(222.0, 442.0)","(1062.0, 437.0)","(564.5987548828125, -531.7538452148438, 290.80987548828125)","(208.38, 434.65)","(1056.83, 436.14)","(560.473206,-533.270813,288.207733)"
"(226.0, 440.0)","(1051.0, 437.0)","(564.0079345703125, -530.1407470703125, 290.3865661621094)","(232.64, 441.82)","(1046.72, 435.23)","(564.992188,-528.863647,291.118225)"
"(228.0, 440.0)","(1049.0, 436.0)","(564.1802368164062, -529.7448120117188, 290.5283203125)","(234.37, 442.07)","(1043.96, 434.86)","(565.023682,-528.343018,291.175507)"
"(230.0, 439.0)","(1048.0, 437.0)","(564.5030517578125, -529.4166870117188, 290.5802001953125)","(237.05, 441.95)","(1042.61, 434.48)","(565.448303,-527.918945,291.408783)"
"(233.0, 440.0)","(1055.0, 436.0)","(566.1332397460938, -529.9226684570312, 291.52972412109375)","(239.37, 442.27)","(1040.75, 434.3)","(565.740967,-527.424072,291.595490)"
"(234.0, 440.0)","(1048.0, 435.0)","(565.4091186523438, -529.02978515625, 291.21661376953125)","(240.32, 443.62)","(1040.01, 434.25)","(565.904236,-527.125305,291.777893)"
"(235.0, 440.0)","(1044.0, 435.0)","(565.1087646484375, -528.434326171875, 291.0690002441406)","(240.91, 443.37)","(1039.05, 434.26)","(565.903809,-526.962952,291.761810)"
"(236.0, 440.0)","(1042.0, 436.0)","(565.0996704101562, -528.0145874023438, 291.0201416015625)","(241.96, 442.5)","(1037.13, 434.48)","(565.865845,-526.668518,291.675018)"
"(238.0, 441.0)","(1040.0, 435.0)","(565.301513671875, -527.5383911132812, 291.2468566894531)","(244.7, 444.9)","(1036.57, 434.27)","(566.493652,-526.121338,292.178680)"
"(240.0, 441.0)","(1039.0, 435.0)","(565.6287841796875, -527.1965942382812, 291.4188232421875)","(246.39, 442.76)","(1033.9, 433.36)","(566.430847,-525.841980,292.047424)"
"(244.0, 442.0)","(1040.0, 435.0)","(566.7161254882812, -526.7975463867188, 292.05072021484375)","(249.44, 444.96)","(1031.72, 433.22)","(566.905273,-525.074707,292.457458)"
"(246.0, 442.0)","(1031.0, 435.0)","(565.969970703125, -525.4828491210938, 291.6817626953125)","(252.41, 445.81)","(1026.53, 432.59)","(566.897644,-524.090393,292.553497)"
"(248.0, 442.0)","(1030.0, 435.0)","(566.294189453125, -525.1405639648438, 291.8522033691406)","(255.14, 445.88)","(1025.39, 432.64)","(567.371216,-523.641357,292.804230)"
"(250.0, 442.0)","(1029.0, 435.0)","(566.6179809570312, -524.798095703125, 292.0223693847656)","(256.18, 445.5)","(1024.56, 432.69)","(567.486023,-523.452393,292.836792)"
"(250.0, 442.0)","(1027.0, 434.0)","(566.3237915039062, -524.622314453125, 291.9223327636719)","(257.14, 446.35)","(1022.9, 432.88)","(567.512268,-523.063782,292.903229)"
"(254.0, 443.0)","(1025.0, 434.0)","(567.0011596679688, -523.857421875, 292.3473815917969)","(259.84, 446.13)","(1020.51, 432.51)","(567.788208,-522.517029,293.054291)"
"(253.0, 442.0)","(1025.0, 433.0)","(566.715576171875, -524.1151123046875, 292.17852783203125)","(260.15, 445.66)","(1019.41, 432.42)","(567.692993,-522.392273,292.979004)"
"(256.0, 443.0)","(1023.0, 434.0)","(567.1881103515625, -523.3930053710938, 292.4485778808594)","(261.93, 446.75)","(1018.56, 432.04)","(568.007568,-522.031128,293.237946)"
"(258.0, 443.0)","(1025.0, 433.0)","(567.8902587890625, -523.4830932617188, 292.8577880859375)","(263.31, 446.53)","(1016.74, 431.71)","(568.059570,-521.696777,293.269623)"
"(260.0, 443.0)","(1021.0, 432.0)","(567.780517578125, -522.8427734375, 292.85784912109375)","(264.51, 446.35)","(1015.95, 431.6)","(568.216919,-521.489624,293.345917)"
"(260.0, 443.0)","(1019.0, 433.0)","(567.5347290039062, -522.5316162109375, 292.685546875)","(266.08, 446.66)","(1013.53, 431.54)","(568.252747,-521.000610,293.393738)"
"(262.0, 444.0)","(1021.0, 432.0)","(568.2681274414062, -522.5421142578125, 293.1802673339844)","(267.59, 446.82)","(1012.29, 431.41)","(568.428467,-520.678528,293.504944)"
"(262.0, 444.0)","(1017.0, 433.0)","(567.7503662109375, -521.9872436523438, 292.8707580566406)","(268.17, 446.68)","(1011.76, 430.97)","(568.472839,-520.590820,293.540985)"
"(264.0, 444.0)","(1015.0, 432.0)","(567.9093017578125, -521.5902709960938, 293.0062561035156)","(269.66, 447.03)","(1010.29, 431.07)","(568.623535,-520.212158,293.641510)"
"(264.0, 444.0)","(1018.0, 436.0)","(568.4159545898438, -521.6842651367188, 293.0675964355469)","(270.8, 447.24)","(1008.62, 430.84)","(568.654785,-519.881409,293.686890)"
"(266.0, 444.0)","(1013.0, 431.0)","(568.067626953125, -521.193359375, 293.1414489746094)","(272.93, 447.25)","(1007.64, 430.6)","(568.997986,-519.541748,293.879608)"
"(268.0, 444.0)","(1011.0, 431.0)","(568.2498168945312, -520.7283935546875, 293.2402648925781)","(274.45, 447.42)","(1006.37, 430.48)","(569.170593,-519.213196,293.989471)"
"(268.0, 444.0)","(1011.0, 431.0)","(568.2498168945312, -520.7283935546875, 293.2402648925781)","(275.83, 447.7)","(1004.96, 430.54)","(569.299561,-518.862122,294.075714)"
"(270.0, 444.0)","(1007.0, 431.0)","(568.1585083007812, -520.019775390625, 293.2011413574219)","(276.68, 447.61)","(1003.08, 429.91)","(569.216187,-518.588928,294.060944)"
"(274.0, 445.0)","(1005.0, 431.0)","(568.8213500976562, -519.253173828125, 293.61859130859375)","(280.55, 447.92)","(999.68, 429.07)","(569.612488,-517.778137,294.336456)"
"(278.0, 446.0)","(1001.0, 430.0)","(569.1836547851562, -518.3109741210938, 293.93304443359375)","(283.84, 448.22)","(996.43, 429.22)","(569.919434,-516.982849,294.515808)"
"(280.0, 446.0)","(1000.0, 429.0)","(569.47412109375, -518.03564453125, 294.1351318359375)","(286.93, 448.56)","(993.01, 428.23)","(570.129822,-516.263733,294.704346)"
"(282.0, 446.0)","(996.0, 430.0)","(569.3994140625, -517.2576904296875, 294.0554504394531)","(288.45, 448.24)","(991.8, 428.39)","(570.299011,-515.961792,294.764832)"
"(284.0, 446.0)","(993.0, 430.0)","(569.43701171875, -516.6697998046875, 294.0811767578125)","(291.75, 448.73)","(987.61, 427.68)","(570.457886,-515.094116,294.924744)"
"(287.0, 447.0)","(991.0, 429.0)","(569.84130859375, -516.0819702148438, 294.41339111328125)","(294.15, 449.34)","(985.3, 427.18)","(570.681458,-514.531555,295.112274)"
"(292.0, 448.0)","(992.0, 428.0)","(571.10888671875, -515.6380615234375, 295.1881103515625)","(296.22, 448.87)","(983.34, 427.22)","(570.860901,-514.096985,295.175293)"
"(292.0, 447.0)","(986.0, 429.0)","(570.2727661132812, -514.9165649414062, 294.64788818359375)","(298.04, 449.1)","(980.83, 427.22)","(570.925720,-513.570068,295.229950)"
"(294.0, 448.0)","(985.0, 429.0)","(570.6107177734375, -514.49267578125, 294.89422607421875)","(299.28, 449.4)","(979.69, 426.88)","(571.044861,-513.292603,295.331635)"
"(294.0, 448.0)","(994.0, 428.0)","(571.836181640625, -515.6603393554688, 295.56201171875)","(300.63, 449.74)","(979.32, 426.78)","(571.302124,-513.077209,295.494385)"
"(296.0, 448.0)","(982.0, 428.0)","(570.6192016601562, -513.9732055664062, 294.9541931152344)","(302.41, 450.07)","(977.37, 426.15)","(571.422546,-512.658569,295.614838)"
"(296.0, 448.0)","(981.0, 429.0)","(570.5032958984375, -513.7821044921875, 294.84661865234375)","(303.13, 450.05)","(976.49, 426.09)","(571.458557,-512.476807,295.636993)"
"(298.0, 448.0)","(979.0, 428.0)","(570.649658203125, -513.3846435546875, 294.9762268066406)","(305.09, 451.88)","(975.91, 426.23)","(571.867859,-512.033081,295.969330)"
"(298.0, 448.0)","(979.0, 427.0)","(570.626708984375, -513.4537963867188, 295.0137634277344)","(306.39, 451.78)","(974.14, 425.99)","(571.901917,-511.696838,295.995697)"
"(302.0, 449.0)","(977.0, 427.0)","(571.2693481445312, -512.6851806640625, 295.4205017089844)","(307.82, 452.29)","(972.8, 425.27)","(572.030457,-511.383514,296.135925)"
"(302.0, 449.0)","(977.0, 427.0)","(571.2693481445312, -512.6851806640625, 295.4205017089844)","(308.77, 452.79)","(971.87, 425.09)","(572.121033,-511.137054,296.228058)"
"(304.0, 449.0)","(974.0, 427.0)","(571.2969360351562, -512.0963745117188, 295.4410705566406)","(310.06, 452.6)","(969.47, 424.89)","(572.061951,-510.729279,296.199188)"
"(306.0, 450.0)","(973.0, 427.0)","(571.6300659179688, -511.6721496582031, 295.68475341796875)","(310.92, 452.55)","(968.89, 424.9)","(572.170593,-510.565918,296.252960)"
"(306.0, 450.0)","(972.0, 426.0)","(571.4677734375, -511.6194152832031, 295.6520690917969)","(312.69, 452.86)","(967.4, 424.84)","(572.361511,-510.166412,296.379425)"
"(308.0, 450.0)","(970.0, 427.0)","(571.655517578125, -511.0830993652344, 295.7041320800781)","(314.88, 453.28)","(964.91, 424.65)","(572.504211,-509.598175,296.496887)"
"(308.0, 450.0)","(970.0, 425.0)","(571.6107788085938, -511.2219543457031, 295.7801208496094)","(315.86, 453.49)","(964.35, 424.69)","(572.649109,-509.401184,296.585724)"
"(310.0, 450.0)","(982.0, 427.0)","(573.7841186523438, -512.3271484375, 296.7860107421875)","(317.07, 454.17)","(963.65, 424.95)","(572.842285,-509.108856,296.721039)"
"(312.0, 450.0)","(968.0, 425.0)","(572.2199096679688, -510.5321960449219, 296.10107421875)","(318.48, 454.32)","(961.8, 424.3)","(572.883362,-508.759125,296.788818)"
"(314.0, 451.0)","(965.0, 426.0)","(572.2913818359375, -509.7939758300781, 296.1630859375)","(319.7, 454.06)","(960.75, 424.03)","(572.992615,-508.534210,296.843506)"
"(316.0, 451.0)","(967.0, 425.0)","(572.99462890625, -509.8850402832031, 296.57440185546875)","(320.53, 454.1)","(959.02, 423.87)","(572.929382,-508.238220,296.824890)"
"(316.0, 451.0)","(963.0, 425.0)","(572.4315185546875, -509.3963928222656, 296.28985595703125)","(322.52, 454.47)","(957.42, 423.76)","(573.150330,-507.799194,296.973785)"
"(318.0, 452.0)","(961.0, 425.0)","(572.6190795898438, -508.8497314453125, 296.4598388671875)","(323.9, 454.81)","(955.83, 423.43)","(573.231689,-507.447113,297.058990)"
"(320.0, 452.0)","(959.0, 425.0)","(572.7796630859375, -508.38226318359375, 296.5473937988281)","(324.82, 455.0)","(954.77, 423.16)","(573.283630,-507.218719,297.114594)"
"(320.0, 452.0)","(961.0, 424.0)","(573.0401000976562, -508.6964111328125, 296.7286376953125)","(325.64, 455.22)","(953.29, 422.96)","(573.256104,-506.942963,297.128265)"
"(320.0, 452.0)","(966.0, 425.0)","(573.76806640625, -509.2378845214844, 297.0470275878906)","(327.72, 455.36)","(952.32, 422.67)","(573.574402,-506.601501,297.319885)"
"(322.0, 452.0)","(955.0, 424.0)","(572.6351928710938, -507.7403564453125, 296.5303955078125)","(329.87, 455.44)","(951.55, 422.82)","(573.944031,-506.250580,297.511688)"
"(326.0, 453.0)","(955.0, 423.0)","(573.5222778320312, -507.2845764160156, 297.1099548339844)","(331.67, 455.8)","(949.09, 422.61)","(573.994995,-505.735138,297.578247)"
"(328.0, 453.0)","(957.0, 428.0)","(574.3555297851562, -506.9561462402344, 297.2889404296875)","(332.88, 456.18)","(947.65, 421.98)","(574.052185,-505.438141,297.668365)"
"(328.0, 453.0)","(951.0, 423.0)","(573.3963012695312, -506.572509765625, 297.052734375)","(333.75, 456.14)","(945.87, 421.49)","(573.978516,-505.160889,297.655518)"
"(330.0, 454.0)","(951.0, 422.0)","(573.8408813476562, -506.340087890625, 297.40216064453125)","(335.53, 456.27)","(945.2, 421.38)","(574.274902,-504.877563,297.825470)"
"(332.0, 454.0)","(946.0, 422.0)","(573.5702514648438, -505.5057067871094, 297.27166748046875)","(338.28, 456.66)","(940.59, 421.12)","(574.224121,-503.994171,297.848053)"
"(334.0, 454.0)","(944.0, 421.0)","(573.7039794921875, -505.1080322265625, 297.3954772949219)","(340.15, 456.7)","(937.89, 420.13)","(574.228088,-503.521545,297.908081)"
"(338.0, 455.0)","(941.0, 422.0)","(574.1992797851562, -504.1448059082031, 297.67730712890625)","(343.1, 458.98)","(936.74, 419.98)","(574.760315,-502.881775,298.349731)"
"(338.0, 455.0)","(941.0, 421.0)","(574.1784057617188, -504.2151794433594, 297.7166442871094)","(343.93, 459.14)","(936.23, 419.91)","(574.870972,-502.718903,298.422760)"
"(340.0, 455.0)","(939.0, 421.0)","(574.3309936523438, -503.7471008300781, 297.8001403808594)","(345.43, 459.29)","(934.87, 420.26)","(575.014221,-502.348297,298.492615)"
"(342.0, 456.0)","(939.0, 421.0)","(574.7930908203125, -503.4443359375, 298.1086120605469)","(346.95, 459.47)","(933.18, 420.08)","(575.103760,-501.970093,298.563934)"
"(342.0, 456.0)","(937.0, 421.0)","(574.5066528320312, -503.1998291015625, 297.9636535644531)","(347.7, 457.68)","(931.95, 419.57)","(575.038086,-501.912872,298.436646)"
"(342.0, 456.0)","(937.0, 420.0)","(574.4860229492188, -503.27032470703125, 298.003173828125)","(349.09, 457.94)","(930.86, 419.19)","(575.182922,-501.630310,298.551025)"
"(344.0, 456.0)","(934.0, 421.0)","(574.5140380859375, -502.6092834472656, 297.97369384765625)","(350.91, 460.05)","(929.16, 418.92)","(575.378479,-501.071472,298.812897)"
"(344.0, 456.0)","(933.0, 421.0)","(574.37060546875, -502.487060546875, 297.9011535644531)","(352.42, 460.43)","(928.32, 418.66)","(575.589722,-500.788177,298.963440)"
"(348.0, 457.0)","(931.0, 420.0)","(574.959716796875, -501.786376953125, 298.33001708984375)","(353.37, 460.34)","(927.66, 418.76)","(575.701233,-500.601135,299.011688)"
"(347.0, 457.0)","(942.0, 421.0)","(576.3436279296875, -503.17352294921875, 298.97723388671875)","(354.73, 460.4)","(925.62, 418.16)","(575.691895,-500.237061,299.045349)"
"(350.0, 457.0)","(947.0, 423.0)","(577.7642822265625, -503.3101501464844, 299.6052551269531)","(356.34, 461.49)","(925.07, 418.14)","(575.986816,-499.905121,299.274780)"
"(352.0, 458.0)","(922.0, 415.0)","(574.4583740234375, -500.51361083984375, 298.4072570800781)","(357.88, 461.82)","(923.87, 417.65)","(576.145508,-499.594666,299.406952)"
"(352.0, 458.0)","(920.0, 417.0)","(574.2101440429688, -500.1275634765625, 298.18145751953125)","(359.18, 461.63)","(921.32, 417.28)","(576.046692,-499.178284,299.366547)"
"(354.0, 458.0)","(917.0, 415.0)","(574.1721801757812, -499.678955078125, 298.26873779296875)","(360.03, 461.53)","(920.23, 417.16)","(576.068420,-498.966064,299.379425)"
"(354.0, 458.0)","(913.0, 417.0)","(573.6351318359375, -499.048583984375, 297.89666748046875)","(361.7, 461.84)","(919.27, 417.24)","(576.299744,-498.631378,299.518707)"
"(356.0, 458.0)","(915.0, 415.0)","(574.3170166015625, -499.21044921875, 298.348388671875)","(363.25, 462.34)","(917.3, 416.95)","(576.354797,-498.197968,299.599884)"
"(357.0, 458.0)","(917.0, 415.0)","(574.8223266601562, -499.3424987792969, 298.6073913574219)","(364.42, 462.57)","(916.49, 416.57)","(576.488037,-497.976685,299.705719)"
"(360.0, 459.0)","(919.0, 418.0)","(575.8433837890625, -498.9584655761719, 299.05120849609375)","(365.23, 462.99)","(915.41, 416.43)","(576.512695,-497.730682,299.756226)"
"(360.0, 459.0)","(912.0, 413.0)","(574.7322998046875, -498.4586486816406, 298.7396240234375)","(366.68, 463.21)","(914.32, 416.29)","(576.669678,-497.427399,299.862152)"
"(362.0, 460.0)","(912.0, 415.0)","(575.2254028320312, -498.0130310058594, 298.9632263183594)","(368.35, 462.99)","(912.42, 415.56)","(576.734802,-497.076904,299.922150)"
"(362.0, 459.0)","(909.0, 411.0)","(574.691650390625, -498.01043701171875, 298.8256530761719)","(368.91, 462.92)","(910.93, 415.5)","(576.635864,-496.841614,299.872009)"
"(364.0, 460.0)","(915.0, 417.0)","(576.1321411132812, -498.0130615234375, 299.32806396484375)","(370.69, 463.24)","(908.58, 415.31)","(576.680237,-496.342804,299.931152)"
"(364.0, 460.0)","(907.0, 411.0)","(574.8553466796875, -497.46295166015625, 298.9829406738281)","(371.89, 463.65)","(907.29, 414.93)","(576.752014,-496.045258,300.018127)"
"(366.0, 460.0)","(911.0, 417.0)","(575.9830322265625, -497.2994689941406, 299.2586975097656)","(373.71, 463.83)","(906.4, 414.98)","(577.018799,-495.714447,300.168518)"
"(370.0, 461.0)","(909.0, 415.0)","(576.5385131835938, -496.6698303222656, 299.7210998535156)","(376.39, 464.1)","(905.07, 414.86)","(577.404419,-495.238190,300.396423)"
"(372.0, 462.0)","(909.0, 415.0)","(576.9915771484375, -496.3667297363281, 300.0245666503906)","(378.66, 464.45)","(904.21, 414.75)","(577.771973,-494.858551,300.618866)"
"(372.0, 462.0)","(908.0, 415.0)","(576.8453979492188, -496.2443542480469, 299.9505310058594)","(379.23, 464.49)","(901.1, 413.99)","(577.424561,-494.465118,300.485657)"
"(374.0, 462.0)","(924.0, 419.0)","(579.6970825195312, -497.6952819824219, 301.19927978515625)","(380.15, 464.58)","(899.97, 413.44)","(577.447876,-494.255859,300.534210)"
"(375.0, 462.0)","(901.0, 415.0)","(576.4678955078125, -495.05133056640625, 299.76837158203125)","(382.1, 465.27)","(896.72, 412.47)","(577.384827,-493.654541,300.603912)"
"(380.0, 463.0)","(901.0, 414.0)","(577.5444946289062, -494.48260498046875, 300.447509765625)","(383.54, 464.79)","(897.75, 412.44)","(577.834778,-493.658600,300.805511)"
"(382.0, 463.0)","(902.0, 412.0)","(578.0841674804688, -494.5234680175781, 300.8284606933594)","(384.21, 464.47)","(898.0, 411.71)","(577.995239,-493.691254,300.904327)"
"(382.0, 461.0)","(895.0, 397.0)","(576.73974609375, -494.8992004394531, 300.76678466796875)","(386.59, 457.9)","(895.37, 412.31)","(577.995178,-493.574982,300.436249)"
"(375.0, 460.0)","(895.0, 413.0)","(575.5118408203125, -494.6188049316406, 299.24957275390625)","(386.0, 456.09)","(894.51, 415.87)","(577.770203,-493.422913,300.017761)"
"(368.0, 459.0)","(895.0, 417.0)","(574.0653076171875, -495.19866943359375, 298.2259826660156)","(388.11, 454.99)","(893.0, 416.03)","(577.980591,-493.075745,300.048279)"
"(384.0, 456.0)","(893.0, 413.0)","(577.0652465820312, -493.6768493652344, 299.7934875488281)","(389.02, 455.0)","(891.38, 416.05)","(577.937378,-492.772827,300.028931)"
"(384.0, 454.0)","(892.0, 413.0)","(576.8775024414062, -493.7124938964844, 299.5627136230469)","(390.2, 455.06)","(890.67, 416.13)","(578.087952,-492.542511,300.108917)"
"(386.0, 456.0)","(891.0, 413.0)","(577.1998291015625, -493.20721435546875, 299.86798095703125)","(391.83, 455.21)","(890.09, 416.13)","(578.354187,-492.276031,300.258881)"
"(390.0, 456.0)","(890.0, 413.0)","(577.90869140625, -492.6344299316406, 300.2395935058594)","(393.22, 455.34)","(888.53, 416.08)","(578.422729,-491.921875,300.309296)"
"(391.0, 454.0)","(888.0, 412.0)","(577.7696533203125, -492.5069580078125, 300.08721923828125)","(394.45, 455.32)","(887.38, 415.87)","(578.511292,-491.659180,300.367310)"
"(393.0, 454.0)","(884.0, 412.0)","(577.6070556640625, -491.7926330566406, 300.0115051269531)","(396.07, 455.26)","(883.06, 415.74)","(578.214417,-490.962036,300.224670)"
"(395.0, 454.0)","(884.0, 412.0)","(578.0339965820312, -491.56707763671875, 300.23394775390625)","(400.64, 455.74)","(882.33, 415.68)","(579.088623,-490.323700,300.716949)"
"(401.0, 457.0)","(881.0, 412.0)","(578.927490234375, -490.2872619628906, 300.9085998535156)","(403.33, 455.66)","(878.43, 415.29)","(579.073242,-489.577271,300.731995)"
"(402.0, 457.0)","(877.0, 414.0)","(578.5809936523438, -489.5404052734375, 300.634765625)","(406.89, 455.58)","(875.95, 415.2)","(579.457642,-488.884613,300.936890)"
"(407.0, 457.0)","(877.0, 412.0)","(579.609130859375, -489.1210021972656, 301.2726745605469)","(408.81, 455.89)","(874.09, 415.15)","(579.592834,-488.419312,301.034790)"
